slug,short_name,name,disaster_type,output_root,n_time_windows,n_time_windows_raw,median_step_hours_raw,daily_avg_applied,t_peak_hours,D_peak,event_type,near_delta_peak_windows_mean,D_inf,D_baseline_std,D_peak_snr
hurricane_melissa_aftermath_2025_11_03,melissa_aft,Hurricane Melissa Aftermath 2025 11 03,hurricane,outputs/_runs/unified_static_h8,4,4,24.0,0,32.0,0.3185022017327453,EVAC,-0.5126067072264027,0.6131485507543817,,
hurricane_milton_across_florida_us,milton_fl,"Hurricane Milton Across Florida, US",hurricane,outputs/_runs/unified_static_h8,10,10,24.0,0,0.0,0.19681374167841237,INFL,0.03710834271388047,0.5823460802730399,,
line_fire_southern_california_9_september_2024,line_fire,Line Fire Southern California 9 September 2024,wildfire,outputs/_runs/unified_static_h8,15,15,24.0,0,304.0,0.11161292058009191,INFL,0.10727361797996018,0.9792946558972618,,
mountain_fire_in_california,mountain_fire_in_calif,Mountain fire in California (Ventura County),wildfire,outputs/_runs/unified_static_h8,1,1,,0,47.15,0.023472831549163676,EXCLUDED_SHORT,,,,
park_fire_2024,park_fire1,"The Park Fire in Northern California, US",wildfire,outputs/_runs/unified_static_h8,17,17,24.0,0,497.1333333333333,0.06584986260321869,INFL,0.054062158352429106,,,
park_fire_california_29_july_2024,park_fire2,Park Fire California 29 July 2024,wildfire,outputs/_runs/unified_static_h8,15,15,24.0,0,161.13333333333333,0.03950909683095676,INFL,0.04602092377705498,0.86039695372135,,
spain_flood,spain_flood,Spain Flood (Valencia and Castilla-La Mancha Regions),flood,outputs/_runs/unified_static_h8,10,10,24.0,0,120.5,0.1268297089427715,INFL,0.20263897177644288,0.8643318145942538,,
the_earthquake_across_central_mexico,the_earthquake_across_,The Earthquake Across Central Mexico,earthquake,outputs/_runs/unified_static_h8,4,4,24.0,0,32.0,0.2591338774688805,INFL,0.264767801954746,0.4406668817181621,,
the_earthquake_across_dhaka_division_bangladesh,the_earthquake_across_,"The Earthquake Across Dhaka Division, Bangladesh",earthquake,outputs/_runs/unified_static_h8,4,4,24.0,0,296.0,0.09536950929298299,EVAC,-0.04171903244748857,,,
the_flooding_across_bagmati_and_koshi_provinces_nepal,nepal_fld,"The Flooding Across Bagmati and Koshi Provinces, Nepal",flood,outputs/_runs/unified_static_h8,15,15,24.0,0,36.0,0.21193679634191,EVAC,-0.11960544950603617,0.4338381608618579,,
the_flooding_across_rio_grande_do_sul_state_brazil,the_flooding_across_ri,"The Flooding Across Rio Grande do Sul State, Brazil",flood,outputs/_runs/unified_static_h8,30,30,24.0,0,255.0,0.10874257943783087,NEUTRAL,0.0010061238318122088,0.20930911538553285,,
the_wildfires_in_quito_pichincha_province_ecuador,quito_fire,"The Wildfires in Quito, Pichincha Province, Ecuador",wildfire,outputs/_runs/unified_static_h8,15,15,24.0,0,16.0,0.08872607418470607,NEUTRAL,0.0007352116073801415,0.4345220489379706,,
tropical_storm_debby_united_states_pre_landfall_4_august_2024,debby_pre,Tropical Storm Debby United States Pre-landfall 4 August 2024,tropical_storm,outputs/_runs/unified_static_h8,15,15,24.0,0,72.0,0.06315526696395692,EVAC,-0.027829626786619432,0.8418268258900313,,
tropical_storm_enteng_across_luzon_and_visayas_islands_philippines,enteng_ph,"Tropical Storm Enteng Across Luzon and Visayas Islands, Philippines",tropical_storm,outputs/_runs/unified_static_h8,12,12,24.0,0,297.0,0.13004533817237074,EVAC,-0.0889391902519517,0.8865031096034462,,
tropical_storm_kristine_in_bicol_and_calabarzon_philippines,kristine_ph,"Tropical Storm Kristine in Bicol and Calabarzon, Philippines",tropical_storm,outputs/_runs/unified_static_h8,12,12,24.0,0,36.0,0.2973716938876105,EVAC,-0.04063898838088015,0.500263746412299,,
tropical_storm_yagi_philippines_2_september_2024,yagi_ph,Tropical Storm Yagi Philippines 2 September 2024,tropical_storm,outputs/_runs/unified_static_h8,15,15,24.0,0,9.0,0.1391423238696797,EVAC,-0.22670072827630072,0.7174485387260481,,
turkiye_earthquake_2023,turkiye,Turkiye Turkey Earthquake Full Country Version Feb 8 2023,earthquake,outputs/_runs/unified_static_h8,36,36,24.0,0,16.0,0.40114008822652447,INFL,0.05663369481729249,0.5693644673300816,,
typhoon_krathon_across_taiwan,krathon_tw,Typhoon Krathon Across Taiwan,typhoon,outputs/_runs/unified_static_h8,12,12,24.0,0,-13.666666666666666,0.1343457827368733,INFL,0.11083492750776064,0.6399337446873469,,
typhoon_nika_across_northern_luzon_philippines,nika_ph,"Typhoon Nika Across Northern Luzon, Philippines",typhoon,outputs/_runs/unified_static_h8,2,2,24.0,0,39.833333333333336,0.2785838616829163,EXCLUDED_SHORT,,,,
typhoon_yagi_across_northeastern_vietnam,yagi_vn,Typhoon Yagi Across Northeastern Vietnam,typhoon,outputs/_runs/unified_static_h8,11,11,24.0,0,29.0,0.3173934156827427,EVAC,-0.5472429120883096,0.28279859189766005,,
